smiles,D_smiles,A_smiles,D_HOMO,D_LUMO,A_HOMO,A_LUMO,D_A_H,D_A_L,initial,ground,change,overlap,distance,3d_overlap,3d_distance,3d_HOMO(a.u.),3d_LUMO(a.u.),3d_HOMO,3d_LUMO,HOMO,LUMO,AIE
CN1C2=CC=CC=C2C(C)(C13C=CC4=CC=C(C=C4O3)C5=CC=C(C=C5)/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,CN1C2=CC=CC=C2C(C13C=CC4=CC=CC=C4O3)(C)C,-5.328263451,-1.217982085,-5.206628511,-0.902329891,-0.12163494,-0.315652194,453,488,35,0.382998951,7.283379,0.868873002,0.242256,-0.17022,-0.079057,-4.631924508,-2.15125165,-5.198737206,-1.431591544,1
CCN1C2=CC=CC=C2SC3=CC(/C=C/C4=CC=C(C=C4)C5=NC6=CC=CC=C6S5)=CC=C13,CCN1C2=CC=CC=C2SC3=CC=CC=C13,C12=CC=CC=C1SC=N2,-4.866213947,-0.417694929,-6.469781513,-1.017978324,1.603567566,0.600283396,542,563,21,0.548293047,6.74065,0.623053805,5.260776,-0.16709,-0.062225,-4.546752826,-1.693229365,-4.865669719,-1.922213013,0
BrC1=CC=C(C2=NSN=C12)C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,BrC1=CC=CC2=NSN=C12,-4.956011553,-0.323543498,-6.569103108,-2.606035395,1.613091555,2.282491896,575,593,18,0.357340927,6.309016,0.471251136,5.528247,-0.18103,-0.097236,-4.926079742,-2.64592769,-5.06431291,-2.513516649,0
BrC1=CC=C(C2=NSN=C12)C3=CC=C(C=C3)N(C4=CC=CC=C45)C6=C5C=CC=C6,C1(N2C3=CC=CC=C3C4=C2C=CC=C4)=CC=CC=C1,BrC1=CC=CC2=NSN=C12,-5.340508579,-0.66994457,-6.569103108,-2.606035395,1.228594529,1.936090825,504,533,29,0.262318994,7.683712,0.5492281,4.907072,-0.196913,-0.101342,-5.358278408,-2.757657699,-5.413707234,-2.714880979,0
CC(C)(C)C(C=C1C2=CC(C(C)(C)C)=CC=C32)=CC=C1N3C4=C(C#N)C(C5=CC=CC=C5)=CC(C6=CC=CC=C6)=C4C#N,CC(C)(C1=CC=C2C(C3=CC(C(C)(C)C)=CC=C3N2)=C1)C,N#CC1=CC(C#N)=C(C2=CC=CC=C2)C=C1C3=CC=CC=C3,-5.229758197,-0.606542017,-6.783801023,-2.270246768,1.554042826,1.663704751,470,515,45,0.453673412,3.242108,0.152616362,5.084236,-0.210251,-0.079531,-5.721224061,-2.164149853,-5.747591063,-1.968472387,0
N#C/C(C#N)=C\C1=CC=C(C=C1)C2=C3C(C=CC=C3)=C(C4=CC=CC=C24)C5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,N#C/C(C#N)=C/C1=CC=CC=C1,-4.956011553,-0.323543498,-7.07360239,-2.913252056,2.117590837,2.589708557,532,615,83,0.08729863,12.93281,0.387752097,8.947632,-0.182747,-0.105358,-4.972801716,-2.866938681,-5.145947098,-2.862094631,1
[H]C(C1=CC=CC=C1C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=O,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,[H]C(C1=CC=CC=C1)=O,-4.956011553,-0.323543498,-6.944348259,-1.72683519,1.988336706,1.403291692,455,497,42,0.311768286,6.000057,0.412310311,5.339395,-0.184688,-0.061538,-5.025619043,-1.674535133,-5.120096271,-1.635132786,0
CC(C)(C1=CC=CC=C21)C3=CC=CC=C3N2C(C=C4)=CC=C4C5=NC(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=C5,CC1(C)C2=C(C=CC=C2)NC3=C1C=CC=C3,C1(C2=CC=CC=C2)=NC(C3=CC=CC=C3)=CC=N1,-4.891792659,-0.080273618,-6.283111336,-1.625608797,1.391318677,1.545335179,433,483,50,0.094807698,7.322624,0.435741287,5.892989,-0.183812,-0.05541,-5.001781857,-1.507783674,-4.918814298,-1.830021073,0
FC(C1=CC(C(F)(F)F)=CC(C2=NC3=CC=CC=C3C(C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)=N2)=C1)(F)F,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=NC3=CC=CC=C3C=N2)=C1,-4.956011553,-0.323543498,-6.714411963,-2.278410187,1.75840041,1.954866689,494,505,11,0.370182031,6.214892,0.484260914,5.396813,-0.189512,-0.076469,-5.156886837,-2.080828547,-5.282385814,-2.149591754,1
FC(C1=CC(C(F)(F)F)=CC(C2=NC3=CC=CC=C3C(C4=CC=C(C=C4)N5C6=CC=CC=C6OC7=CC=CC=C57)=N2)=C1)(F)F,C12=CC=CC=C1OC3=CC=CC=C3N2,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=NC3=CC=CC=C3C=N2)=C1,-4.691516784,-0.244902564,-6.714411963,-2.278410187,2.022895179,2.033507623,533,564,31,0.065932792,7.96368,0.394027493,6.306807,-0.180077,-0.080602,-4.900147278,-2.193293263,-4.790811873,-2.445461307,1
C12=CC=CC=C1N=C(C3=CC=C(S3)C4=CC=C(C=C4)/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)N2,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,C12=CC=CC=C1N=CN2,-5.328263451,-1.217982085,-6.07929798,-0.365993276,0.75103453,-0.851988809,499,521,22,0.797256935,0.159127,0.866249415,0.453405,-0.169496,-0.078255,-4.612223454,-2.129428107,-5.189757445,-1.796768478,1
C12=CC=CC=C1N=C(C(C=C3)=CC=C3C4=CC=C(C=C4)/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)N2,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,C12=CC=CC=C1N=CN2,-5.328263451,-1.217982085,-6.07929798,-0.365993276,0.75103453,-0.851988809,494,509,15,0.784312656,2.138325,0.872092117,0.24083,-0.171158,-0.080041,-4.657448801,-2.178027667,-5.295337662,-1.576900398,1
FC(C1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)C4=CC=C(C=C4)/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)(F)F,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,FC(F)(F)C1=CC=C(C2=CC=CC3=NSN=C23)C=C1,-5.328263451,-1.217982085,-6.40773953,-2.604402711,1.079476079,1.386420626,512,547,35,0.391856936,6.667214,0.596239693,5.159931,-0.173629,-0.101033,-4.724688171,-2.749249376,-5.371748051,-2.587695294,1
CC(C=C1)=CC=C1N(C2=CC=C(C=C2)C)C(C=C3)=CC=C3/C=C(C4=CC=NC=C4)\C#N,CC1=CC=C(N(C2=CC=CC=C2)C3=CC=C(C)C=C3)C=C1,N#CCC1=CC=NC=C1,-4.79981814,-0.261501516,-7.197956883,-1.033760706,2.398138742,0.772259191,548,590,42,0.610923417,3.932244,0.614323637,3.832557,-0.187752,-0.084198,-5.108994773,-2.291145457,-5.194792317,-2.120774882,1
CCN(C1=C2)C3=CC=CC=C3C1=CC=C2/C=N/C(C=C4)=CC=C4C(O)=O,CCN1C2=CC=CC=C2C3=CC=CC=C13,NC1=CC=C(C(O)=O)C=C1,-5.287174243,-0.610351612,-5.803373145,-0.797021613,-11.09054739,0.186670001,471,537,66,0.533144532,4.401507,0.63830097,3.669757,-0.2063,-0.079487,-5.61371182,-2.162952552,-5.602527935,-1.943193285,1
O=C(C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=CC1=CC=CC=C1,-4.956011553,-0.323543498,-6.944348259,-1.72683519,1.988336706,1.403291692,436,472,36,0.493571434,4.570447,0.487570323,4.649971,-0.188411,-0.061889,-5.126927085,-1.684086335,-5.222139006,-1.554042826,0
N#C/C(C1=CC=C(C=C1)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=C\C5=CC=CC=N5,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,N#C/C=C\C1=CC=CC=N1,-4.956011553,-0.323543498,-6.774549148,-2.130380193,1.818537595,1.806836694,524,550,26,0.314071886,9.671683,0.474318028,7.987247,-0.180435,-0.084025,-4.909888959,-2.286437885,-5.016420853,-2.194326973,1
FC1=C(C2=NSN=C2C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)=C1F)Br,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,FC1=C(Br)C2=NSN=C2C=C1F,-4.956011553,-0.323543498,-6.845298778,-2.791617116,1.889287224,2.468073617,567,584,17,0.334698414,6.403035,0.418954036,5.848504,-0.184389,-0.102375,-5.017482835,-2.785767075,-5.137511565,-2.627804512,0
FC1=C(C2=NSN=C2C(C3=CC=C(C=C3)N4C5=CC=CC=C5C6=CC=CC=C46)=C1F)Br,C1(N2C3=CC=CC=C3C4=CC=CC=C24)=CC=CC=C1,FC1=C(Br)C2=NSN=C2C=C1F,-5.340508579,-0.66994457,-6.845298778,-2.791617116,1.504790199,2.121672546,498,527,29,0.2351363,7.79091,0.495289085,5.420554,-0.200484,-0.106492,-5.455450318,-2.897796409,-5.454524328,-2.838420717,0
N#C/C(C#N)=C\C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,N#CCC#N,-4.956011553,-0.323543498,-8.471996031,-9.502763711,3.515984477,9.179220213,581,602,21,0.616581183,3.29736,0.604364793,3.529473,-0.20334,-0.097749,-5.533166076,-2.659887139,-5.627316693,-2.498550381,1
C1(/C=C/C2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)=CC=C(C=C1)N(C5=CC=CC=C5)C6=CC=CC=C6,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,C12=CC=CC=C1SC=N2,-4.956011553,-0.323543498,-6.469781513,-1.017978324,1.513769959,0.694434826,494,508,14,0.599699474,6.330812,0.688566512,4.594716,-0.172533,-0.063318,-4.694864476,-1.722971425,-4.906487534,-1.905070114,0
N#C/C(C#N)=C(C1=CC=C(C=C1)N2C3=CC=CC=C3C4=CC=CC=C24)/C5=CC=CC=C5,C12=CC=CC=C1C3=C(C=CC=C3)N2,N#C/C(C#N)=C(C1=CC=CC=C1)\C2=CC=CC=C2,-5.458878152,-0.663958062,-6.736997422,-2.676512911,1.27811927,2.012554848,505,567,62,0.316205501,6.355327,0.504472216,4.80979,-0.214909,-0.103185,-5.847974763,-2.807808309,-5.685522705,-2.757984236,1
C1=CC=C2C(=C1)OC1=C\C=C3\C=CC=C\C3=C\1N2C1=CC=C(C2=N/C3=NC=NN3/C(C3=CC=CC=C3)=C\2)C=C1,C12=CC=CC=C1OC3=CC=C4C=CC=CC4=C3N2,C12=NC=NN1C(C3=CC=CC=C3)=CC=N2,-4.55083244,-1.056618175,-6.579985604,-1.056618175,2.029153164,0,472,586,114,0.415184342,5.875236,0.303928889,7.473963,-0.169327,-0.071772,-4.607624728,-1.953016601,-5.36317646,-1.861803988,1
C1=CC=C2C(=C1)OC1=C\C=C3\C=CC=C\C3=C\1N2C1=CC=C(/C2=C/C(C3=CC=CC=C3)=N\C3=NC=NN23)C=C1,C12=CC=CC=C1OC3=CC=C4C=CC=CC4=C3N2,C1(C2=CC=CC=C2)=NC3=NC=NN3C=C1,-4.55083244,-1.056618175,-6.467602574,-1.056618175,1.916770133,0,462,599,137,0.473400529,5.316331,0.488349224,5.177927,-0.175966,-0.070973,-4.788281212,-1.931274692,-5.528023121,-1.844606383,1
N#C/C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=C\C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,N#CCC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,-4.95601,-0.323543397,-7.873070737,-0.323543397,2.917060737,0,550,667,117,0.616226696,3.914423,0.631907005,3.669031,-0.193775,-0.088807,-5.272889035,-2.4165628,-5.386170093,-2.299662625,1
ClC(C=C1)=CC=C1/C(C#N)=C/C2=CC3=C(C=C2)N(C4=CC=CC=C4)C5=CC=CC=C53,C12=C(N(C3=CC=CC=C32)C4=CC=CC=C4)C=CC=C1,ClC1=CC=C(CC#N)C=C1,-5.340506905,-0.66994436,-6.919311606,-0.66994436,1.578804701,0,469,579,110,0.697,2.449333,0.735728334,1.898352,-0.201332,-0.07995,-5.478525585,-2.17555143,-5.482280758,-1.980445692,1
O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC=C3C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)=C(C#N)/C#N,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,O=C1C2=C(/C(C1)=C(C#N)/C#N)C=CC=C2,-5.328263451,-1.217982085,-7.332652582,-1.427509387,2.004389131,0.209527302,545,662,117,0.432132281,8.248637,0.47127587,8.275727,-0.181749,-0.113234,-4.945644739,-3.081255668,-5.495614344,-3.115977414,1
C1=CC=C(C(=C2C3=CC=CC=C3OC3=CC=CC=C23)C2=CC=C(C3=CC=CC=C3)C=C2)C=C1,C12=CC=CC=C1OC3=CC=CC=C3C2,C1(CC2=CC=C(C=C2)C3=CC=CC=C3)=CC=CC=C1,-5.627314929,-0.323815511,-5.908952789,-0.323815511,0.28163786,0,430,582,152,0.793884435,0.540887,0.894938593,0.214272,-0.153826,-0.085562,-4.185820816,-2.328261807,-5.296154003,-1.314038313,1
O=C(/N=C(\C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)N(C(=O)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(C1=CC=CC=C1)/N=C/N(C2=CC=CC=C2)C(C3=CC=CC=C3)=O,-4.95601,-0.323543397,-6.574815441,-0.323543397,1.618805441,0,438,540,102,0.494192627,4.5343,0.557435204,3.8876,-0.197208,-0.07635,-5.366305771,-2.07759039,-5.289623268,-1.710236239,0
N#C/C(C1=CC=C(C=C1)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=C\C5=CC=C(C=C5)C#N,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,N#C/C=C\C1=CC=C(C#N)C=C1,-4.95601,-0.323543397,-7.075232856,-0.323543397,2.119222856,0,507,618,111,0.275038114,10.541882,0.423435886,9.097335,-0.186213,-0.102268,-5.067116428,-2.782855455,-5.150028807,-2.677057138,0
[CH3]CN1C([CH3])=CC(=C2C(=O)CC([CH3])([CH3])CC2=O)C=C1[CH3],CCN1C(C)=CCC=C1C,O=C(CC(C)(C1)C)CC1=O,-4.515991426,0.82668004,-6.663509161,-0.974437533,2.147517735,1.801117573,455,459,4,0.709958216,1.359352,0.598410477,1.991318,-0.102268,-0.038834,-2.782855455,-1.056727508,-5.137511565,-1.371998586,0
CC(N1CC2=CC=CC=C2)=C/C(C=C1C)=C3C(CC(C)(CC/3=O)C)=O,CC1=CCC=C(C)N1CC2=CC=CC=C2,O=C(CC(C)(C1)C)CC1=O,-4.526331729,-0.097688655,-6.663509161,-0.974437533,2.137177432,0.876748878,463,482,19,0.712613223,1.330071,0.594106663,2.064982,-0.181872,-0.03842,-4.948991741,-1.045461988,-5.164722961,-1.390230222,0
CC(N1C(C)C2=CC=CC=C2)=C/C(C=C1C)=C3C(CC(C)(CC/3=O)C)=O,CC1=CCC=C(C)N1C(C2=CC=CC=C2)C,O=C(CC(C)(C1)C)CC1=O,-4.581026491,-0.026394985,-6.663509161,-0.974437533,2.082482669,0.948042548,486,487,1,0.70684128,1.427276,0.595565866,2.083225,-0.181183,-0.036607,-4.930243086,-0.99612772,-5.123633753,-1.364107281,0
CC(N1CCC2=CC=CC=C2)=C/C(C=C1C)=C3C(CC(C)(CC/3=O)C)=O,CC1=CCC=C(C)N1CCC2=CC=CC=C2,O=C(CC(C)(C1)C)CC1=O,-4.581570718,-0.032381476,-6.663509161,-0.974437533,2.081938443,0.942056057,450,498,48,0.706896474,1.4945,0.59762827,2.11392,-0.181675,-0.038379,-4.943631095,-1.044346321,-5.13996059,-1.396760957,0
N1(CC)C([CH3])=CC(=C(C#N)C#N)C=C1[CH3],CCN1C(C)=CCC=C1C,N#CCC#N,-4.515991426,0.82668004,-8.471973792,-9.502738766,3.955982366,10.32941881,470,502,32,0.760326713,1.349318,0.712584843,2.058949,-0.184718,-0.042352,-5.026435385,-1.152457213,-5.396836169,-1.59077821,0
C1(OC)=CC=C(/C=N/C2=N/C3=CC=C(Cl)C=C3S2)C(O)=C1,COC1=CC=CC(O)=C1,NC1=NC2=CC=C(C=C2S1)Cl,-5.624308675,-0.274562265,-5.873034304,-0.620147578,0.248725628,0.345585313,516,537,21,0.734989105,1.644545,0.781258183,1.249121,-0.205382,-0.066617,-5.588731755,-1.812741834,-5.697849469,-2.036365119,1
CCCCCOC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1/C=C(C#N)\C#N,CCCCCOC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,N#CCC#N,-4.887426006,-0.234561618,-8.471973792,-9.502738766,3.584547786,9.268177149,553,569,16,0.653081104,2.647426,0.602142326,3.487529,-0.202521,-0.095485,-5.510879939,-2.598280529,-5.514661513,-2.295825481,1
CCCCCCOC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1/C=C(C#N)\C#N,CCCCCCOC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,N#CCC#N,-4.886337553,-0.233745278,-8.471973792,-9.502738766,3.585636239,9.268993488,565,571,6,0.653051402,2.646714,0.602131027,3.486652,-0.202451,-0.095406,-5.508975141,-2.596130828,-5.512756716,-2.293920683,1
C12=CC=CC=C1N=C(N2)C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)S3,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CS1,C12=CC=CC=C1N=CN2,-5.201988918,-1.381518948,-6.079282022,-0.365992315,0.877293104,-1.015526633,521,551,30,0.809870585,0.890794,0.867394909,0.312112,-0.16802,-0.081259,-4.572059428,-2.211171153,-5.141049046,-1.804115555,1
CCN1C(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C/C(C=C1/C=C/C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8C(C9=CC=CC=C9C/8=O)=O,CCN1C(/C=C/C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=CCC=C1/C=C/C5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,O=C1C2=CC=CC=C2C(C1)=O,-4.470004287,-1.11675276,-6.728,-2.202212497,2.257995713,1.085459737,611,681,70,0.649092535,2.290661,0.577999128,3.133395,-0.171473,-0.076091,-4.666020392,-2.070542637,-4.81505723,-1.954594862,1
N#C/C(C#N)=C(C1=CC=C(C=C1)N2C3=CC=CC=C3C4=CC=CC=C24)/C5=CC=C(C=C5)N6C7=CC=CC=C7C8=CC=CC=C68,C1(CC2=CC=C(N3C4=CC=CC=C4C5=CC=CC=C35)C=C2)=CC=C(N6C7=CC=CC=C7C8=CC=CC=C68)C=C1,N#CCC#N,-5.343759919,-0.704501193,-8.471973792,-9.502738766,3.128213873,8.798237573,560,582,22,0.397151976,4.959631,0.650256447,1.794888,-0.212112,-0.101226,-5.771864477,-2.754501176,-5.696434476,-2.830801942,1
O1C(/C=C/C2=CC=C(Cl)C=C2)=CC(=C(C#N)C#N)C=C1/C=C/C1=CC=C(Cl)C=C1,ClC(C=C1)=CC=C1/C=C/C2=CCC=C(/C=C/C3=CC=C(C=C3)Cl)O2,N#CCC#N,-5.486891486,-1.62560453,-8.471973792,-9.502738766,2.985082305,7.877134237,578,653,75,0.779772976,2.20499,0.785156533,2.456363,-0.210173,-0.114233,-5.719101572,-3.108439856,-5.98688896,-3.009335937,1
O=C(/C(C1=O)=C2C=C(/C=C/C3=CC=C(C#C[Si](C)(C)C)C=C3)N(C(C)(C)C)C(/C=C/C4=CC=C(C#C[Si](C)(C)C)C=C4)=C\2)C5=C1C=CC=C5,C[Si](C)(C)C#CC(C=C1)=CC=C1/C=C/C2=CCC=C(/C=C/C3=CC=C(C=C3)C#C[Si](C)(C)C)N2C(C)(C)C,O=C1C2=CC=CC=C2C(C1)=O,-5.070013994,-1.624243964,-6.728,-2.202212497,1.657986006,0.577968534,592,609,17,0.691321871,2.310927,0.589440188,3.374868,-0.182162,-0.087987,-4.956883047,-2.394249452,-5.166355645,-2.412562369,1
O=C(/C(C1=O)=C2C=C(/C=C/C3=CC=C(C#C[Si](C(C)(C)C)(C)C)C=C3)N(C(C)(C)C)C(/C=C/C4=CC=C(C#C[Si](C)(C)C(C)(C)C)C=C4)=C\2)C5=C1C=CC=C5,CC(C)(C)[Si](C)(C)C#CC(C=C1)=CC=C1/C=C/C2=CCC=C(/C=C/C3=CC=C(C=C3)C#C[Si](C)(C(C)(C)C)C)N2C(C)(C)C,O=C1C2=CC=CC=C2C(C1)=O,-5.079537958,-1.638121739,-6.728,-2.202212497,1.648462042,0.564090758,562,608,46,0.691070464,2.313523,0.589228961,3.378899,-0.182571,-0.088609,-4.968012509,-2.411174943,-5.173158494,-2.422086358,1
O=C1OC2=C(C=C1C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C=CC=C2,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,O=C1OC2=C(C=C1)C=CC=C2,-5.328249464,-1.217978888,-6.503234459,-1.888738038,1.174984995,0.670759151,445,495,50,0.506128211,6.055231,0.783761441,2.843643,-0.171286,-0.085787,-4.66093186,-2.334384372,-5.303665128,-1.986296143,1
O=C1OC2=C(C=CC(N(CC)CC)=C2)C=C1C(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,O=C1OC2=C(C=C1)C=CC(N(CC)CC)=C2,-5.328249464,-1.217978888,-5.375597169,-1.367913286,0.047347705,0.149934398,500,503,3,0.733155354,2.009889,0.856966322,0.893024,-0.160514,-0.071927,-4.36781066,-1.957234368,-5.014788906,-1.595866976,1
O=C(N/N=C/C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1=CC=C(Cl)C=C1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(C1=CC=C(C=C1)Cl)NN,-4.955998544,-0.323542649,-6.946251525,-1.371998284,1.990252981,1.048455635,461,483,22,0.580626438,4.36039,0.430863913,6.142999,-0.183064,-0.055484,-4.98142773,-1.509797318,-5.142029412,-1.600302434,1
O=C(CC(=O)C1=CC=C(C(=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1=CC=CO1,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,O=C(C1=CC=CO1)CC=O,-5.328249464,-1.217978888,-6.804463822,-1.850642184,1.476214358,0.632663296,516,553,37,0.665196692,3.02024,0.857584853,0.760736,-0.184042,-0.090965,-5.008040479,-2.475285001,-5.590010691,-1.889858941,1
O=C(CC(=O)C1=CC=C(C(=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1=CC=CS1,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,O=C(C1=CC=CS1)CC=O,-5.328249464,-1.217978888,-6.862423943,-2.085748028,1.534174479,0.867769141,493,547,54,0.659675904,3.113538,0.857318651,0.766057,-0.184031,-0.090912,-5.007741153,-2.473842797,-5.596786329,-1.902403397,1
C1=C/C2=C\C=C3\C=CC=C4/C3=C2/C(=C/1)C1=C4N(C2=CC=CC=C2)C(C2=CC=C(C3=CC=C(C(=C(C4=CC=CC=C4)C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C=C2)=N1,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,C12=CC=C3C=CC=C4C3=C1C(C5=C4N(C=N5)C6=CC=CC=C6)=CC=C2,-5.328249464,-1.217978888,-5.116273246,-1.296619616,-0.211976218,0.078640728,461,499,38,0.62178889,7.471685,0.850965685,0.895598,-0.167485,-0.077908,-4.557501329,-2.119985751,-4.96199879,-1.483837642,1
C1(/C(C2=CC=C(C=C2)C3=CC=C(C=C3)C4=NC5=C6C=CC=CC6=C7C=CC=CC7=C5N4C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)=CC=CC=C1,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,C12=C3C=CC=CC3=C4C=CC=CC4=C1N(C5=CC=CC=C5)C=N2,-5.328249464,-1.217978888,-5.3824,-0.876204651,0.054150536,-0.341774237,406,426,20,0.680238383,5.723357,0.864736631,0.226394,-0.167691,-0.077742,-4.563106877,-2.115468659,-5.092259762,-1.461905254,1
N#CC(C=C1)=CC=C1N2C3=C4C=CC=CC4=C5C=CC=CC5=C3N=C2C(C=C6)=CC=C6C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,N#CC1=CC=C(N2C3=C4C=CC=CC4=C5C=CC=CC5=C3N=C2)C=C1,-5.328249464,-1.217978888,-5.679547664,-1.950235632,0.3512982,0.732256744,401,424,23,0.219517202,6.099489,0.825261683,1.874798,-0.171372,-0.082641,-4.663272041,-2.248777307,-5.266467145,-1.964799137,1
FC1=C\C=C2\N=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)C=C3)S\C2=C\1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,FC1=CC=C2N=CSC2=C1,-4.955998544,-0.323542649,-6.533983256,-1.091718342,1.577984712,0.768175693,491,463,28,0.459555602,7.365238,0.579924054,5.857292,-0.178469,-0.055939,-4.856391347,-1.522178505,-5.037646482,-1.736903662,0
C1(/C(C2=CC=CC=C2)=C/N3C(C=CC=C4)=C4SC5=C3C=CC=C5)=CC=CC=C1,C1(NC(C=CC=C2)=C2S3)=C3C=CC=C1,C1(CC2=CC=CC=C2)=CC=CC=C1,-4.680892053,-0.454701234,-6.295612053,-0.074559029,1.61472,-0.380142204,507,510,3,0.44800467,3.498936,0.725322002,1.360414,-0.167577,-0.04611,-4.560004778,-1.254717654,-4.928800882,-1.105054954,1
