Combined_SMILES
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5ccoc5cc5ccoc45)cc3)cc12
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)C(=O)C=CC5=O)cc3)ccc21
N#CC(=Cc1ccc(-n2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)cc1)c1cccc(Cl)c1
N#Cc1ccc(-c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)s3)cc2)cc1C#N
N#Cc1cc(C#N)cc(-c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)s3)cc2)c1
O=C1NC(=O)c2cc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)s4)cc3)ccc21
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5nc[nH]c5cc5[nH]cnc45)cc3)cc12
N#CC(C#N)=C(c1ccccc1)c1ccc(-c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)s3)cc2)cc1
N#Cc1ccc(-n2c(-c3ccc(-c4ccc5oc6ccccc6c5c4)cc3)nc3c4ccccc4c4ccccc4c32)cc1
CN(C)c1cccc2c(-c3ccc(-c4c(C(F)(F)F)cc(CC#N)cc4C(F)(F)F)cc3)cccc12
c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4cncc5nccnc45)cc3)s2)c2ccccc2)cc1
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5ncsc5cc5ncsc45)cc3)cc12
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5[nH]cnc5nc5nc[nH]c45)cc3)cc12
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(C(=C(C#N)C#N)c5ccccc5)cc4)cc3)ccc21
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4cc(C#N)c(C#N)c(C#N)c4)cc3)ccc21
c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccnc5cnncc45)cc3)s2)c2ccccc2)cc1
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)c(C#N)c1-c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)s2)cc1
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4c(C#N)c(-c5ccccc5)cc(-c5ccccc5)c4C#N)cc3)ccc21
CCN1c2ccc(Br)cc2Sc2cc(-c3ccc(-c4c(C#N)c(-c5ccccc5)cc(-c5ccccc5)c4C#N)cc3)ccc21
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)c(C#N)c1-c1ccc(N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1
c1ccc2c(c1)oc1ccc(-c3ccc(-c4ccc5c(c4)-c4cnccc4[SiH2]5)cc3)cc12
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4nc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)nc5ccccc45)cc3)ccc21
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5nc(-c6ccc(C#N)cc6)c(-c6ccc(C#N)cc6)nc5c4)cc3)ccc21
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5ocnc5nc5ncoc45)cc3)cc12
c1cnc2c(c1)[SiH2]c1cc(-c3ccc(-c4ccc5oc6ccccc6c5c4)cc3)cnc1-2
c1ccc2c(c1)oc1ccc(-c3ccc(-c4c5ncoc5nc5ncoc45)cc3)cc12
N#CCc1cc(C(F)(F)F)c(-c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)s3)cc2)c(C(F)(F)F)c1
O=C1c2ccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)cc2C(=O)N1C1CCCc2ccccc21
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4nc5nc6ncoc6nc5o4)cc3)ccc21
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4nc5nc6ocnc6nc5o4)cc3)ccc21
FC(F)(F)c1cc(-c2ccnc3nc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)s5)cc4)nn23)cc(C(F)(F)F)c1
FC(F)(F)c1cc(-c2nc3nccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)s5)cc4)n3n2)cc(C(F)(F)F)c1
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)C(=O)N(C4CCCc6ccccc64)C5=O)cc3)ccc21
O=C1c2ccc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)cc2C(=O)N1C1CCCc2ccccc21
c1ccc([B-]2(c3ccccc3)c3ccccc3-c3ccc(-c4ccc(-c5ccc6oc7ccccc7c6c5)cc4)c[n+]32)cc1
F[B-]1(F)OC(c2ccc(Cl)cc2)=CC(c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)s3)cc2)=[O+]1
CCCCN1c2ccccc2Sc2cc(-c3ccc(C4OC(=O)C(c5ccc(C)cc5)=C4c4ccc(C#N)cc4)cc3)ccc21
O=C1c2ccc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)s4)cc3)cc2C(=O)N1C1CCCc2ccccc21
CCCCN1c2ccccc2Sc2cc(-c3ccc(C4OC(=O)C(c5ccc(OC)cc5)=C4c4ccc(S(C)(=O)=O)cc4)cc3)ccc21
N#CC(C#N)=C1c2ccccc2C(=O)C1c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)s2)cc1
O=C1O[B-](c2ccccc2)(c2ccccc2)[n+]2cc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)s4)cc3)ccc21
