Combined_SMILES
C1=CC(c2ccc(-c3ccc4ncoc4c3)cc2)c2ccccc21
N#Cc1cc(C#N)cc(-c2ccc(C3C=Cc4ccccc43)cc2)c1
C1=CC(c2ccc(-c3cccc4ccccc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3cccc4cnccc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccnc4ccccc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccnc4ncccc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccnc4ccncc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccnc4cnncc34)cc2)c2ccccc21
O=c1cc[nH]c2cc(-c3ccc(C4C=Cc5ccccc54)cc3)ccc12
O=C1NC(=O)c2cc(-c3ccc(C4C=Cc5ccccc54)cc3)ccc21
C1=CC(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc(-c4cccnc4)cc3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc(-c4ccccn4)cc3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc(-c4cnccn4)cc3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc(-c4ncccn4)cc3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc21
O=C1C=CC(=O)c2cc(-c3ccc(C4C=Cc5ccccc54)cc3)ccc21
C1=CC(c2ccc(-c3c4ccoc4cc4ccoc34)cc2)c2ccccc21
C1=CC(c2ccc(-n3ccc4nc5ccoc5nc43)cc2)c2ccccc21
C1=CC(c2ccc(-c3c4ncoc4cc4ncoc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3c4ncoc4cc4ocnc34)cc2)c2ccccc21
C1=CC(c2ccc(-n3cnc4nc5nc[nH]c5nc43)cc2)c2ccccc21
C1=CC(c2ccc(-c3c4ncoc4nc4ncoc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3c4ocnc4nc4ncoc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3nc4cc5ncoc5nc4o3)cc2)c2ccccc21
C1=CC(c2ccc(-c3nc4nc5ocnc5nc4o3)cc2)c2ccccc21
C1=CC(c2ccc(-c3nc4nc5ncoc5nc4o3)cc2)c2ccccc21
C1=CC(c2ccc(C3c4ccccc4-c4ccccc43)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc4[nH]c5ccccc5c4c3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc4[nH]c5ccncc5c4c3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc4[nH]c5cnccc5c4c3)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc4[nH]c5ncccc5c4c3)cc2)c2ccccc21
C1=CC(c2ccc(-c3cnc4oc5ncccc5c4c3)cc2)c2ccccc21
C1=CC(c2ccc(-c3cccc4cc5ccccc5cc34)cc2)c2ccccc21
C1=CC(c2ccc(-c3ccc4ncc5ccccc5c4c3)cc2)c2ccccc21
